Date,USTC,FRAX,AMPL,DAI,EOSDT,USDC,USDT,PAXG,XAUT
01-11-2021,1.001808,0.997458,1.878852,1.000939,0.995157,0.999861,1.000291,1791.763428,1795.770142
02-11-2021,1.00231,0.999233,1.86973,1.00131,0.940047,0.999896,1.000815,1791.56665,1795.850586
03-11-2021,1.00441,1.003389,1.756711,1.000819,0.816678,1.000225,1.000678,1779.253296,1787.464844
04-11-2021,1.003888,0.998294,1.520222,1.000081,1.009842,1.000206,1.000857,1793.724976,1800.415894
05-11-2021,1.003383,1.004354,1.548847,1.001021,0.891854,1.000562,1.001553,1819.751953,1824.858154
06-11-2021,1.002889,1.006035,1.492604,1.001157,1.007749,1.000345,1.001454,1819.352295,1824.779053
07-11-2021,1.003301,1.000813,1.738999,1.001763,1.002478,1.000649,1.001517,1819.772217,1823.925171
08-11-2021,1.002679,0.998855,1.735663,1.001488,0.989198,0.999828,1.000443,1827.908447,1835.90271
09-11-2021,1.003871,1.001113,1.455089,0.999491,0.864705,1.000075,1.000202,1832.244141,1840.658691
10-11-2021,1.003772,1.001243,1.183978,0.987754,0.905415,0.999523,1.000097,1852.269409,1863.515137
11-11-2021,1.004228,1.004937,0.934317,1.005354,0.949628,0.999856,1.000644,1865.524536,1880.127441
12-11-2021,1.003439,1.000003,1.02502,1.00187,0.969441,0.999296,1.000114,1869.005981,1876.064453
13-11-2021,1.007727,1.004308,0.962538,1.001349,0.973597,1.00083,1.000848,1873.739258,1875.959106
14-11-2021,1.006727,1.00072,0.892781,1.000729,0.987527,0.999647,1.000367,1872.424438,1876.13562
15-11-2021,1.004968,1.004792,0.879024,1.00016,0.901913,0.999643,1.001502,1869.060425,1870.19397
16-11-2021,1.0049,1.001305,0.809981,1.001156,0.868259,1.000425,1.000675,1858.549316,1860.654297
17-11-2021,1.003207,1.002513,0.842859,1.00307,0.980884,0.99985,1.000063,1867.307861,1878.2323
18-11-2021,1.002488,1.00656,0.773738,0.996456,0.900581,0.999696,0.99997,1859.179077,1868.93811
19-11-2021,1.002145,1.000291,0.87789,1.004833,1.003152,0.999991,1.00082,1846.729492,1859.7323
20-11-2021,1.001118,1.000458,0.837188,1.007407,1.002231,0.999699,1.000362,1842.467041,1855.922729
21-11-2021,1.001993,1.002793,0.810514,0.996937,0.970014,1.000235,1.000873,1845.209351,1854.583496
22-11-2021,1.002517,0.999998,0.778339,0.996703,0.983812,0.999962,1.000451,1811.94812,1816.7052
23-11-2021,1.000868,1.001218,0.809701,1.007526,0.988143,1.000115,1.000125,1792.428589,1791.6875
24-11-2021,1.000445,1.00144,0.869049,1.004729,0.986358,1.000707,1.000697,1799.129639,1798.026001
25-11-2021,1.002054,1.001518,1.084977,1.001664,0.994913,1.000332,0.999601,1791.500244,1793.745239
26-11-2021,1.00226,0.999607,1.123842,0.999201,0.913379,0.999843,1.000367,1795.910522,1794.328125
27-11-2021,1.001778,1.00016,1.152237,1.0004,0.992472,1.001594,1.001099,1794.458862,1796.007935
28-11-2021,1.001736,1.006366,1.16683,1.000517,0.908583,0.999875,1.000125,1793.496338,1802.720093
29-11-2021,1.001525,1.001796,1.201779,1.0047,0.958608,1.000078,1.000526,1791.392578,1801.634277
30-11-2021,1.009781,0.999294,1.385481,1.000212,0.981979,0.999456,1.000286,1776.724121,1803.46814
01-12-2021,1.003683,0.999381,1.324535,0.997985,0.966756,0.999593,1.000255,1784.495605,1803.598633
02-12-2021,1.002528,0.998461,1.279896,0.997458,0.938246,0.998839,1.000174,1770.735107,1786.000366
03-12-2021,1.001738,1.001726,1.145641,0.996616,null,1.000327,1.000617,1782.218506,1783.938721
04-12-2021,1.000632,0.998585,0.92142,1.000765,null,0.999994,1.000007,1779.20752,1780.319092
05-12-2021,1.001291,0.999238,0.941134,0.999049,null,0.998715,1.00063,1783.886719,1783.981201
06-12-2021,1.000313,1.006508,0.861293,1.009841,null,0.999526,1.001362,1783.58606,1782.158447
07-12-2021,1.003556,0.998861,0.856167,0.997269,null,1.000063,1.000972,1788.828125,1787.987915
08-12-2021,1.001878,1.00238,0.993031,1.000714,null,0.999913,0.999366,1785.869873,1787.876709
09-12-2021,1.002415,1.000721,0.944645,0.99731,null,1.000527,1.000882,1774.942871,1780.99585
10-12-2021,1.003167,0.996776,0.880932,0.998275,null,1.001216,1.00174,1787.291016,1784.414307
11-12-2021,1.001686,1.000279,0.870754,1.002637,null,1.000172,1.000556,1786.18811,1783.599487
12-12-2021,1.001691,1.000495,0.941792,1.001979,null,1.000239,1.001051,1785.006226,1784.626099
13-12-2021,1.000985,0.997373,0.861488,0.998206,null,0.99978,1.000131,1789.22876,1778.554443
14-12-2021,1.00179,1.000502,0.863221,0.999451,null,1.000195,1.000648,1776.036621,1772.486938
15-12-2021,1.000864,1.00115,0.97134,0.997665,null,1.000244,1.000402,1779.759644,1783.533203
16-12-2021,1.001535,0.997088,0.910379,0.998421,null,0.998952,1.00026,1801.194214,1791.232422
17-12-2021,1.0015,1.001182,0.908864,0.995739,0.965153,0.999806,1.000838,1803.522339,1801.322388
18-12-2021,1.000888,0.999165,0.907598,1.000875,1.046452,0.99993,1.000183,1803.586426,1798.269165
19-12-2021,1.001723,1.001444,0.896787,0.999352,0.962738,0.999883,0.999988,1803.596313,1802.865601
20-12-2021,1.001973,1.002203,0.924111,1.001571,0.99993,0.999642,0.998971,1797.57019,1801.281616
21-12-2021,1.007215,0.998687,0.962114,1.00451,1.025565,1.000066,1.000397,1794.196289,1792.465088
22-12-2021,1.001949,0.997657,0.990293,0.998874,0.987525,0.998163,1.000332,1807.686768,1800.965942
23-12-2021,1.001817,0.998634,0.968433,1.00458,0.955554,1.000219,1.000388,1816.697998,1806.945557
24-12-2021,1.002696,1.002982,0.917468,1.001566,0.881433,1.000665,1.001202,1819.149414,1807.152588
25-12-2021,1.001499,0.99992,0.951325,1.002405,1.116135,0.999856,0.999923,1815.890015,1804.36377
26-12-2021,1.00209,1.001472,0.943014,1.00076,1.120659,0.999108,1.000449,1815.052979,1803.687378
27-12-2021,1.000515,0.997084,0.960862,0.999729,0.969802,0.999582,0.999944,1817.374634,1803.467651
28-12-2021,1.002239,0.995862,0.89705,0.995608,0.99537,1.000841,1.001168,1814.299683,1808.928467
29-12-2021,1.001423,1.001651,0.875816,0.99625,1.00084,0.999463,1.000294,1812.343872,1805.080566
30-12-2021,1.001984,1.004267,0.902958,1.000632,0.953773,1.000346,1.001036,1825.786865,1816.665771
31-12-2021,1.00144,1.001874,0.902189,0.99908,0.874256,1.000039,1.000189,1833.609131,1825.829468
01-01-2022,1.000757,0.998237,0.897184,0.999859,0.997887,1.000085,1.0005,1836.606812,1831.138062
02-01-2022,1.000996,1.004921,0.897032,1.000422,0.882547,0.999765,1.00046,1835.926636,1829.807617
03-01-2022,1.002165,1.00213,0.837508,0.999749,0.999734,0.999708,1.000165,1809.311157,1807.726807
04-01-2022,1.00045,1.00152,0.860658,0.999099,0.921191,1.000585,1.000208,1816.170654,1814.127808
05-01-2022,0.999227,1.000945,0.734193,0.99993,0.96103,0.999757,1.000122,1817.994141,1812.999268
06-01-2022,1.000116,1.002877,0.77797,0.999461,0.994953,0.99956,1.000195,1798.189331,1793.124634
07-01-2022,1.000433,0.999646,0.756724,0.999558,0.995814,1.000477,1.000252,1804.817383,1798.928223
08-01-2022,0.999908,1.000566,0.727942,0.999675,0.922941,0.999512,1.000097,1799.217163,1799.077637
09-01-2022,0.99685,0.99858,0.729337,0.999714,0.931469,0.999836,1.000257,1798.555054,1797.7146
10-01-2022,0.997015,1.001535,0.709937,1.000316,1.049218,1.000381,1.000181,1806.085205,1805.555664
